id,short_name,name,legal_address,legal_inn,legal_kpp,legal_ogrn,region,branch
798,ФГБОУ ВО «ТГТУ»,Федеральное государственное бюджетное образовательное учреждение высшего образования «Тамбовский Государственный Технический Университет»,"392000, Тамбовская область, г Тамбов, ул Советская, д 106/5, помещ 2",6831006362,682901001,1026801156557,71,Нет
799,ТвГУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской Государственный Университет»,"170100, Тверская область, г Тверь, ул Желябова, д 33",6905000791,695001001,1026900577109,68,Нет
800,АНО ВО «МАУП»,Автономная некоммерческая организация высшего образования «Международная Академия Управления И Права»,"111024, г Москва, р-н Лефортово, ул Авиамоторная, д 50 стр 2, помещ 22",6950219930,772201001,1186952008264,14,Нет
801,Религиозная организация – духовная образовательная организация высшего образования «Томская духовная семинария Томской Епархии Русской Православной Церкви»,Религиозная организация - духовная образовательная организация высшего образования «Томская Духовная Семинария Томской Епархии Русской Православной Церкви»,"634050, Томская область, г Томск, пр-кт Ленина, д 82",7017011109,701701001,1027000004162,56,Нет
802,ТПУ,Федеральное государственное автономное образовательное учреждение высшего образования «Национальный Исследовательский Томский Политехнический Университет»,"634050, Томская область, г Томск, пр-кт Ленина, д 30",7018007264,701701001,1027000890168,56,Нет
803,ТГПУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Томский Государственный Педагогический Университет»,"634061, Томская область, г Томск, ул Киевская, д 60",7018017907,701701001,1027000903401,56,Нет
804,ТГПУ им. Л.Н. Толстого,Федеральное государственное бюджетное образовательное учреждение высшего образования «Тульский Государственный Педагогический Университет Им. Л.Н. Толстого»,"300026, Тульская область, г Тула, Центральный р-н, пр-кт Ленина, зд 125",7107030811,710701001,1027100979674,45,Нет
805,АНО ВО «МПА ВПА»,Автономная некоммерческая организация высшего образования «Международная Полицейская Академия Впа»,"300026, Тульская область, г Тула, Центральный р-н, ул Рязанская, д 1, офис 606",7107134779,710701001,1197154018137,45,Нет
806,ТПИ им. Д.И. Менделеева (филиал) ТюмГУ,Тобольский педагогический институт им. Д.И. Менделеева (филиал) федерального государственного автономного образовательного учреждения высшего образования «Тюменский Государственный Университет»,"626150, Тюменская область, г Тобольск, ул Знаменского, стр 58",7202010861,720643001,1027200780749,29,Да
807,УлГУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский Государственный Университет»,"432000, Ульяновская область, г Ульяновск, Ленинский р-н, ул Льва Толстого, д 42",7303017581,732501001,1027301162965,84,Нет
808,УлГТУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский Государственный Технический Университет»,"432027, Ульяновская область, г Ульяновск, Ленинский р-н, ул Северный Венец, д 32",7325000052,732501001,1027301160226,84,Нет
809,ЯрГУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский Государственный Университет Им. П.Г. Демидова»,"150003, Ярославская область, г Ярославль, ул Советская, д 14",7604011791,760401001,1027600680249,49,Нет
810,ДФ МГТУ им. Н.Э. Баумана,Дмитровский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Московский Государственный Технический Университет Имени Н.Э. Баумана (национальный Исследовательский Университет)»,"141800, Московская область, г Дмитров, поселок Орево",7701002520,500702001,1027739051779,85,Да
811,Волго-Вятский институт (филиал) Университета имени О. Е. Кутафина (МГЮА),Волго-вятский институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Московский Государственный Юридический Университет Имени О.Е. Кутафина (мгюа)»,"610020, Кировская область, г Киров, ул Московская, д 30",7703013574,434502001,1027739180380,43,Да
812,ФГБОУ ВО РГАИС,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская Государственная Академия Интеллектуальной Собственности»,"117279, г Москва, р-н Коньково, ул Миклухо-Маклая, д 55А",7703108441,772801001,1027700083850,14,Нет
813,Образовательная автономная некоммерческая организация высшего образования «Международный славянский институт»,Образовательная автономная некоммерческая организация высшего образования «Международный Славянский Институт»,"129085, г Москва, Останкинский р-н, ул Годовикова, д 9 стр 25",7704031537,771701001,1027700512168,14,Нет
814,НОЧУ ВО «МУППИ»,Негосударственное образовательное частное учреждение высшего образования «Международный Университет Психолого-педагогических Инноваций»,"117041, г Москва, р-н Южное Бутово, ул Остафьевская, д 43 к 7, помещ II",7705521608,772701001,1137799011393,14,Нет
815,ЛКИТиУ (филиал) ФГБОУ ВО «МГУТУ им К.Г. Разумовского (ПКУ)»,Липецкий казачий институт технологий и управления (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский Государственный Университет Технологий И Управления Имени К.Г. Разумовского (первый Казачий Университет)»,"398006, Липецкая область, г Липецк, Октябрьский округ, ул Краснознаменная, влд 4",7709125605,482443001,1027700200494,12,Да
816,БИТУ (филиал) ФГБОУ ВО “МГУТУ им. К.Г. Разумовского (ПКУ)”,Башкирский институт технологий и управления (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский Государственный Университет Технологий И Управления Имени К.Г. Разумовского (первый Казачий Университет)»,"453856, Республика Башкортостан, Мелеузовский р-н, г Мелеуз, ул Смоленская, д 34 стр 1",7709125605,026302001,1027700200494,8,Да
817,Дальневосточный филиал РГУП,Дальневосточный филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Государственный Университет Правосудия» (г. Хабаровск),"680014, Хабаровский край, г Хабаровск, Восточное шоссе, д 49",7710324108,272402001,1037739536768,36,Да
818,Филиал ЧОУВО «МУ им. С.Ю. Витте» в г. Пензе,Филиал частного образовательного учреждения высшего образования «Московский Университет Имени С.Ю. Витте» в г. Пензе,"440011, Пензенская область, г Пенза, Ленинский р-н, ул Вяземского, д 25Б",7712076411,583602001,1027739021628,38,Да
819,Бронницкий филиал МАДИ,Бронницкий филиал федерального государственного бюджетного образовательного учреждения высшего образования «Московский Автомобильно-дорожный Государственный Технический Университет (МАДИ)»,"140170, Московская область, г Бронницы, ул Ново-Бронницкая, д 50",7714029600,500202001,1037739587280,85,Да
820,НИУ ВШЭ - Пермь,Пермский филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный Исследовательский Университет Высшая Школа Экономики»,"614070, Пермский край, г Пермь, Мотовилихинский р-н, ул Студенческая, зд 38",7714030726,590602001,1027739630401,63,Да
821,Филиал ФГБОУ ВО «НИУ « МЭИ» в г. Волжском,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Национальный Исследовательский Университет  МЭИ» в г. Волжском,"404110, Волгоградская область, г Волжский, пр-кт им Ленина, д 69",7722019652,343502001,1027700251644,76,Да
822,Красноярский филиал ОУП ВО «АТиСО»,Красноярский филиал образовательного учреждения профсоюзов высшего образования «Академия Труда И Социальных Отношений»,"660017, Красноярский край, г Красноярск, Центральный р-н, ул Марковского, д 81",7729111625,246602001,1037739274693,61,Да
823,Воронежский филиал ФГБОУ ВО «ГУМРФ имени адмирала С.О. Макарова»,Воронежский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Государственный Университет Морского И Речного Флота Имени Адмирала С.О. Макарова»,"394033, Воронежская область, г Воронеж, Ленинский пр-кт, д 174Л",7805029012,366143001,1037811048989,18,Да
824,Калининградский филиал ФГБОУ ВО СПбГАУ,Калининградский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-петербургский Государственный Аграрный Университет»,"238630, Калининградская область, Полесский р-н, г Полесск, ул Советская, зд 10",7820006490,392202001,1027808999239,67,Да
825,Стерлитамакский филиал ФГБОУ ВО «Уфимский университет науки и технологий»,Стерлитамакский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Уфимский Университет Науки И Технологий»,"453103, Республика Башкортостан, г Стерлитамак, пр-кт Ленина, д 49",0274975591,026843001,1220200037474,8,Да
826,Уфимский ЮИ МВД России,Федеральное государственное казенное образовательное учреждение высшего образования «Уфимский Юридический Институт Министерства Внутренних Дел Российской Федерации»,"450074, Республика Башкортостан, г Уфа, Кировский р-н, ул Муксинова, д 2",0274033424,027401001,1020202561004,8,Нет
827,ФГБОУ ВО ГАГУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Горно-алтайский Государственный Университет»,"649000, Республика Алтай, г Горно-Алтайск, ул Ленкина, д 1",0411002237,041101001,1020400755880,30,Нет
828,АНО ВО «Северо-Кавказский институт дружбы народов»,Автономная некоммерческая организация высшего образования «Северо-кавказский Институт Дружбы Народов»,"367018, Республика Дагестан, г Махачкала, Ленинский р-н, пр-кт Насрутдинова, д 52А",0572029864,057101001,1210500016880,16,Нет
829,ФГБОУ ВО «Петрозаводская государственная консерватория имени А.К. Глазунова»,Федеральное государственное бюджетное образовательное учреждение высшего образования «Петрозаводская Государственная Консерватория Имени А.К. Глазунова»,"185031, Республика Карелия, г Петрозаводск, р-н Октябрьский, ул Ленинградская, д 16",1001041114,100101001,1031000000778,65,Нет
830,Воркутинский филиал ФГБОУ ВО «УГТУ»,Воркутинский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Ухтинский Государственный Технический Университет»,"169900, Республика Коми, г Воркута, ул Ленина, д 44",1102011331,110302001,1021100736326,33,Да
831,Волжский филиал ФГБОУ ВО «Марийский государственный технический университет»,Волжский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Поволжский Государственный Технологический Университет»,"425000, Республика Марий Эл, г Волжск, ул Ленина, д 39",1215021281,121643001,1021200768896,7,Да
832,ТИ (ф) СВФУ,Технический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Северо-восточный Федеральный Университет Имени М.К. Аммосова» в г. Нерюнгри,"678960, Республика Саха (Якутия), Нерюнгринский р-н, г Нерюнгри, ул им Кравченко, д 16",1435037142,143402001,1021401044587,28,Да
833,Якутский институт водного транспорта,Якутский институт водного транспорта - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Сибирский Государственный Университет Водного Транспорта»,"677000, Республика Саха (Якутия), г Якутск, ул Водников, д 1",5407121512,143502001,1025403202440,28,Да
834,УВО «Университет управления «ТИСБИ»,Учреждение высшего образования «Университет Управления ТИСБИ»,"420012, Республика Татарстан, г Казань, Вахитовский р-н, ул Муштари, д 13",1654005665,165501001,1021602857605,23,Нет
835,АНО ВО «Академия социального образования»,Автономная некоммерческая организация высшего образования «Академия Социального Образования»,"420012, Республика Татарстан, г Казань, Вахитовский р-н, ул Достоевского, д 10, офис 9",1658207292,165501001,1181690004407,23,Нет
836,Казанская православная духовная семинария казанской епархии русской православной церкви,Религиозная организация - духовная образовательная организация высшего образования «Казанская Православная Духовная Семинария Казанской Епархии Русской Православной Церкви»,"420036, Республика Татарстан, г Казань, Авиастроительный р-н, ул Челюскина, д 31А",1661004380,166101001,1021600002885,23,Нет
837,Гудермесский филиал УВО «Институт финансов и права»,Гудермесский филиал учреждения высшего образования «Институт Финансов И Права»,"366204, Чеченская Республика, Гудермесский р-н, г Гудермес, ул Пушкина, д 10",0560203363,200502001,1020502462485,59,Да
838,ФГБОУ ВО «ГГНТУ им. акад. М.Д. Миллионщикова»,Федеральное государственное бюджетное образовательное учреждение высшего образования «Грозненский Государственный Нефтяной Технический Университет Имени Академика М. Д. Миллионщикова»,"364051, ЧЕЧЕНСКАЯ РЕСПУБЛИКА, Г. ГРОЗНЫЙ, ПР-КТ ИМЕНИ ХУСЕЙНА АБУБАКАРОВИЧА ИСАЕВА, Д. 100",2020000531,201401001,1022002549580,59,Нет
839,(ЧОУ ВПО «СКИБИИТ»),"Частное образовательное учреждение высшего образования «Северо-кавказский Институт Бизнеса, Инженерных И Информационных Технологий»","352900, Краснодарский край, г Армавир, ул Дзержинского, д 62/1",2302009660,230201001,1022300631517,25,Нет
840,ОЧУ ВО «Армавирский социально-психологический институт»,Образовательное частное учреждение высшего образования «Армавирский Социально-психологический Институт»,"352904, Краснодарский край, г Армавир, ул Комсомольская, д 127",2302032316,230201001,1022300633827,25,Нет
841,ЧОУ ВО ЮИМ,Частное образовательное учреждение высшего образования южный институт менеджмента,"350040, Краснодарский край, г Краснодар, ул Ставропольская, д 216",2310009776,230901001,1022301439863,25,Нет
842,Красноярский филиал им. В.С. Молокова СПбГУ ГА,Красноярский филиал имени героя советского союза в.С. Молокова федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-петербургский Государственный Университет Гражданской Авиации Имени Главного Маршала Авиации А.А. Новикова»,"660135, Красноярский край, г Красноярск, Советский р-н, ул Взлетная, д 15",7810251630,246543001,1037821044150,61,Да
843,ИУБИП,"Аккредитованное частное образовательное учреждение высшего образования «Институт Управления, Бизнеса И Права» (г. Пятигорск)","357538, Ставропольский край, г Пятигорск, Зеленый пер, д 1",2632039567,263201001,1022601636639,48,Нет
844,ТОГУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский Государственный Университет»,"680042, Хабаровский край, г Хабаровск, ул Тихоокеанская, д 136",2725006620,272501001,1022701404549,36,Нет
845,СТИ НИТУ «МИСиС»,Старооскольский технологический институт им. А.А. Угарова (филиал) федерального государственного автономного образовательного учреждения высшего образования «Национальный Исследовательский Технологический Университет Мисис»,"309516, Белгородская область, г Старый Оскол, мкр Макаренко, д 42",7706019535,312802001,1027739439749,17,Да
846,БГУ им. Академика И.Г. Петровского,Федеральное государственное бюджетное образовательное учреждение высшего образования «Брянский Государственный Университет Имени Академика И.Г. Петровского»,"241023, Брянская область, г Брянск, Советский р-н, ул Бежицкая, д 14",3234016450,325701001,1023202736952,44,Нет
847,АНО ВО «Автомобильно-транспортный институт»,Автономная некоммерческая организация высшего образования «Автомобильно-транспортный Институт»,"394036, Воронежская область, г Воронеж, ул Карла Маркса, д 43",3666201594,366601001,1153600000674,18,Нет
848,АнгТУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ангарский Государственный Технический Университет»,"665835, Иркутская область, г Ангарск, кв-л 85а, д 5",3801022636,380101001,1033800520852,82,Нет
849,ЮТИ ТПУ,Юргинский технологический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Национальный Исследовательский Томский Политехнический Университет»,"652055, Кемеровская область - Кузбасс, г Юрга, ул Ленинградская, д 26",7018007264,423002001,1027000890168,21,Да
850,ФГБОУ ВО Костромская ГСХА,Федеральное государственное бюджетное образовательное учреждение высшего образования «Костромская Государственная Сельскохозяйственная Академия»,"156530, Костромская область, Костромской р-н, поселок Караваево, ул Учебный городок, д 34",4414001246,441401001,1024402232513,10,Нет
851,ШГПУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Шадринский Государственный Педагогический Университет»,"641870, Курганская область, г Шадринск, ул Карла Либкнехта, зд 3",4502000900,450201001,1024501204034,78,Нет
852,АНО ВО «МОГИ»,Автономная некоммерческая организация высшего образования «Московский Областной Гуманитарный Институт»,"142100, Московская область, г Подольск, ул Комсомольская, д 1, помещ 522",7727111436,503601001,1037739380117,85,Нет
853,АНО ВО СПГИ,Автономная некоммерческая организация высшего образования «Сергиево-посадский Гуманитарный Институт»,"141304, Московская область, г Сергиев Посад, Московское шоссе, д 12А",5042136595,504201001,1155000001694,85,Нет
854,РМАТ,Образовательное частное учреждение высшего образования «Российская Международная Академия Туризма»,"141420, Московская область, г Химки, мкр Сходня, ул Октябрьская, д 10",5047019736,504701001,1025006178328,85,Нет
855,Новосибирский институт экономики,"Негосударственное образовательное учреждение высшего профессионального образования «Новосибирский Институт Экономики, Психологии И Права»","630073, Новосибирская область, г Новосибирск, Ленинский р-н, пр-кт Карла Маркса, д 57",5410121752,540401001,1025403906197,46,Нет
856,Омский филиал НГАВТ,Омский институт водного транспорта - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Сибирский Государственный Университет Водного Транспорта»,"644099, Омская область, г Омск, Центральный округ, ул Ивана Алексеева, д 4",5407121512,550302001,1025403202440,24,Да
857,Оренбургский институт (филиал) ФГАУ ВО МГЮА,Оренбургский институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Московский Государственный Юридический Университет Имени О.Е. Кутафина (мгюа)»,"460006, Оренбургская область, г Оренбург, Центральный р-н, ул Комсомольская, д 50",7703013574,561243001,1027739180380,4,Да
858,АНО ВО «ИНСТИТУТ «МЕДСКИЛЛС»,Автономная некоммерческая организация высшего образования «Медскиллс» (институт профессионального развития медицинских и фармацевтических работников),"344006, Ростовская область, г Ростов-на-Дону, ул Пушкинская, д 106",6163229077,616301001,1236100012500,1,Нет
859,ДКГИПТиБ (филиал) МГУТУ им. К.Г. Разумовского,Донской казачий государственный институт пищевых технологий и бизнеса (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский Государственный Университет Технологий И Управления Имени К.Г. Разумовского (первый Казачий Университет)»,"344002, Ростовская область, г Ростов-на-Дону, пер Семашко, д 55",7709125605,616402001,1027700200494,1,Да
860,РГУПС,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ростовский Государственный Университет Путей Сообщения»,"344038, Ростовская область, Г.О. ГОРОД РОСТОВ-НА-ДОНУ, Г РОСТОВ-НА-ДОНУ, ПЛ РОСТОВСКОГО СТРЕЛКОВОГО ПОЛКА НАРОДНОГО ОПОЛЧЕНИЯ, ЗД. 2",6165009334,616501001,1026103709499,1,Нет
861,РГУ имени Есенина,Федеральное государственное бюджетное образовательное учреждение высшего образования «Рязанский Государственный Университет Имени С.А. Есенина»,"390000, Рязанская область, г Рязань, ул Свободы, д 46",6231016055,623401001,1026201268301,31,Нет
862,Полевский филиал УИЭУиП,"Полевской филиал уральского университета-уральского института экономики, управления и права","623385, Свердловская область, г Полевской, ул Максима Горького, зд 1",6685142621,667943001,1176658110661,37,Да
863,ФГКОУ Институт ФСБ России (г. Екатеринбург),Федеральное государственное казенное образовательное учреждение высшего образования «Институт Федеральной Службы Безопасности Российской Федерации (г. Екатеринбург)»,"620082, Свердловская область, г Екатеринбург, Октябрьский р-н, Сибирский тракт 11 км",6672155091,668501001,1036604408664,37,Нет
864,Смоленский институт экономики - филиал НОУ ВО «СПбАУЭ»,Смоленский институт экономики - филиал частного образовательного учреждения высшего образования «Санкт-петербургский Университет Технологий Управления И Экономики»,"214031, Смоленская область, г Смоленск, ул Смольянинова, д 5",7826001459,673102001,1027810240260,34,Да
865,ОЧУ ПСТГУ,Образовательное частное учреждение высшего образования «Православный Свято-тихоновский Гуманитарный Университет»,"115184, г Москва, р-н Замоскворечье, ул Новокузнецкая, д 23Б",7705481169,770501001,1027705030330,14,Нет
866,НОЧУ ВО «МИИУЭП»,"Негосударственное образовательное частное учреждение высшего образования «Международный Институт Информатики, Управления, Экономики И Права В Г. Москве»","127051, г Москва, Тверской р-н, Цветной б-р, д 7 стр 11",7730185780,770701001,1147799016826,14,Нет
867,ФГБОУ ВО МАДИ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский Автомобильно-дорожный Государственный Технический Университет (МАДИ)»,"125319, г Москва, р-н Аэропорт, Ленинградский пр-кт, д 64",7714029600,771401001,1037739587280,14,Нет
868,АНО ВО ГИТР,Автономная некоммерческая организация высшего образования «Институт Кино И Телевидения (гитр)»,"125284, г Москва, Хорошевский р-н, Хорошёвское шоссе, д 32А",7714424400,771401001,1167700069228,14,Нет
869,АНО ВО «Национальный институт бизнеса»,Автономная некоммерческая организация высшего образования «Национальный Институт Бизнеса»,"111395, г Москва, р-н Вешняки, ул Юности, д 5",7720316025,772001001,1157700015208,14,Нет
870,ГУУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный Университет Управления»,"109542, г Москва, р-н Выхино-Жулебино, Рязанский пр-кт, д 99",7721037218,772101001,1027739017976,14,Нет
871,НОУ ВО «МИГКУ»,Негосударственное образовательное учреждение высшего образования «Московский Институт Государственного И Корпоративного Управления»,"107014, Г.МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ СОКОЛЬНИКИ, УЛ ГАСТЕЛЛО, Д. 41, АНТ., ПОМ., КОМН. 1, VIА, 3",7709182868,772301001,1027700528382,14,Нет
872,АО ЧУВО МФЮА,Аккредитованное образовательное частное учреждение высшего образования «Московский Финансово-юридический Университет Мфюа»,"115191, г Москва, Даниловский р-н, ул Серпуховский Вал, д 17 к 1",7725082902,772501001,1027739751346,14,Нет
873,ОАНО ВО «МИТУ»,Образовательная автономная некоммерческая организация высшего образования «Московский Институт Технологий И Управления»,"115114, г Москва, Даниловский р-н, Дербеневская наб, д 11, помещ 14",9725033137,772501001,1207700217977,14,Нет
874,РОСБИОТЕХ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский Биотехнологический Университет (росбиотех)»,"125080, г Москва, р-н Сокол, Волоколамское шоссе, д 11",7712029651,774301001,1037739533699,14,Нет
875,ЧОУ ВО «ЮРИДИЧЕСКИЙ ИНСТИТУТ»,Частное образовательное учреждение высшего образования «Юридический Институт»,"199106, г Санкт-Петербург, Василеостровский р-н, ул Гаванская, д 3",7812040842,780101001,1037851016610,66,Нет
876,ФГБОУ ВО «СПБГАСУ»,Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-петербургский Государственный Архитектурно-строительный Университет»,"190005, г Санкт-Петербург, Адмиралтейский р-н, ул 2-я Красноармейская, д 4",7809011023,783901001,1027810225310,66,Нет
877,АНО ВО «ВХУТЕИН»,Автономная некоммерческая организация высшего образования «Высший Художественно-технический Институт»,"191028, г Санкт-Петербург, Центральный р-н, ул Моховая, д 40 литера а",7804611813,784101001,1177800005866,66,Нет
878,АНО ВПО «ПЕТЕРБУРГСКИЙ ИНСТИТУТ ИУДАИКИ»,Автономная некоммерческая частная организация высшего профессионального образования «Петербургский Институт Иудаики»,"191036, г Санкт-Петербург, Центральный р-н, ул 1-я Советская, д 10 литера к, помещ 1Н",7805082873,784201001,1037811018882,66,Нет
879,ФГБОУ ВО «КАЛМГУ»,Федеральное государственное бюджетное образовательное учреждение высшего образования «Калмыцкий Государственный Университет Имени Б.Б. Городовикова»,"358000, Республика Калмыкия, г Элиста, ул А.С.Пушкина, д 11",0814000257,081601001,1020800756844,57,Нет
880,ХМФ НОЧУ ВО «УИКиП»,Ханты-манский филиал негосударственного образовательного частного учреждения высшего образования «Уральский Институт Коммерции И Права»,"628007, Ханты-Мансийский Автономный округ - Югра, г Ханты-Мансийск, ул Мира, д 51",6608004401,860103001,1036603494069,22,Да
881,ФГБОУ ВО «ПГТУ»,Федеральное государственное бюджетное образовательное учреждение высшего образования «Приазовский Государственный Технический Университет»,"287526, Донецкая Народная Республика, г Мариуполь, ул Университетская, д 7",9310004467,931001001,1229300139970,86,Нет
882,ФГБОУ ВО «МГУ имени А.И. Куинджи»,Федеральное государственное бюджетное образовательное учреждение высшего образования «Мариупольский Государственный Университет Имени А.И. Куинджи»,"287537, Донецкая Народная Республика, г Мариуполь, пр-кт Строителей, д 129А",9310004516,931001001,1229300139969,86,Нет
883,ФГБОУ ВО Луганский ГАУ,Федеральное государственное бюджетное образовательное учреждение высшего образования «Луганский Государственный Аграрный Университет Имени К.Е. Ворошилова»,"291000, Луганская Народная Республика, г Луганск, р-н Артёмовский, тер ЛНАУ, д 1",9402005012,940201001,1229400036458,87,Нет
884,СФ КрУ МВД,Ставропольский филиал федерального государственного казенного образовательного учреждения высшего образования «Краснодарский Университет Министерства Внутренних Дел Российской Федерации»,"355035, Ставропольский край, г Ставрополь, пр-кт Кулакова, д 43",2311092752,263602001,1062311050042,48,Да
885,CШФ СФУ,Саяно-шушенский филиал федерального государственного автономного образовательного учреждения высшего образования «Сибирский Федеральный Университет»,"655619, Республика Хакасия, г Саяногорск, рп Черемушки, д 46",2463011853,190202001,1022402137460,35,Да
886,НФ ПГЛУ,Новороссийский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Пятигорский Государственный Университет»,"353920, Краснодарский край, г Новороссийск, ул Куникова, д 47Б",2632016915,231502001,1022601613374,25,Да
887,Филиал СГПИ в г. Ессентуки,Филиал государственного бюджетного образовательного учреждения высшего образования «Ставропольский Государственный Педагогический Институт» в г. Ессентуки,"357635, Ставропольский край, г Ессентуки, ул Долина Роз, зд 7",2635028429,262643001,1022601948148,48,Да
