id вуза,Образовательное учреждение,Регион вуза,Всего студентов,Качественных студентов
65372,СТГАУ,Ставропольский край,1,0
65375,Академия Управления МВД РФ,г. Москва,1,1
65376,Чтжт,Забайкальский край,1,1
65377,Филлиал Ирниту,Иркутская область,1,0
65379,ИВПЭК,Ивановская область,1,1
65382,АГПК,Астраханская область,1,0
65386,Игмт,Иркутская область,1,0
65387,Пермский строительный колледж,Пермский край,1,1
65389,Апт,Алтайский край,1,1
65390,Томский Техникум железнодорожного транспорта,Томская область,1,0
65392,"ГПБОУ МО ""Красногорский колледж""",Московская область,1,1
65393,ФСПО ГУАП,г. Санкт-Петербург,1,0
65396,БРИТ,Республика Бурятия,1,0
65397,Кудровский ЦО1,г. Санкт-Петербург,1,0
65399,Ипт,Удмуртская Республика,1,0
65402,Мпк,Челябинская область,1,1
65406,СПБГАСК,г. Санкт-Петербург,1,0
65412,я хз,г. Москва,1,1
65413,Гбпоу ПРК,Пермский край,1,0
65418,ККБМК,Краснодарский край,1,0
65422,СамгГТУ,Самарская область,1,0
65430,Мед. Колледж,Ставропольский край,1,0
65432,ККПУ,Калужская область,1,0
65434,ГБПОУ ДЗМ,г. Москва,1,0
65437,Мпк,Челябинская область,1,0
65445,КЦПТ,Тюменская область,1,1
65449,Первый Медицинский Университет,г. Санкт-Петербург,1,0
65451,ГАПОУ СО ЕЭТК,Свердловская область,1,0
65459,Дмитросвкий техникум,г. Москва,1,1
65460,Смк имени ж. Дерюгиной,г. Севастополь,1,0
65464,УКСИВТ,Республика Башкортостан,1,0
65465,спту 80,Республика Башкортостан,1,0
65468,Бфу им. И. Канта,Калининградская область,1,0
65474,АНО ОШ ЦПМ,г. Москва,1,0
65475,РГЭУ РИНХ,Ростовская область,1,1
65477,Московский открытый колледж,г. Москва,1,1
65479,Омский АТК,Омская область,1,0
65481,Колледж Автоматика,Свердловская область,1,0
65482,Чайковский индустриальный колледж,Пермский край,1,0
65484,МОМК 3,Московская область,1,1
65485,ЧРУИ,Чеченская Республика,1,0
65487,ГБПОУ НМК,Республика Башкортостан,1,0
65488,МПТ им. Плеханова,г. Москва,1,0
65495,СВИ ВНГ РФ,Саратовская область,1,0
65501,ИМЦ,г. Москва,1,0
65508,ЧПК им. Н.В. Никольского,Чувашская Республика,1,0
65510,Швлыдвжыж,Омская область,1,0
65512,Медицинский колледж,г. Москва,1,0
65516,"ФБГОУ ЯрГУ им. П. Г. Демидова,  Университетский колледж.",Ярославская область,1,1
65517,Филиал Самгупс в городе Саратове,Саратовская область,1,1
65520,КТЖТ,Красноярский край,1,0
65521,нтжт,Новосибирская область,1,0
65527,Мноиг,Белгородская область,1,1
65528,КИПО,Краснодарский край,1,0
65531,Колледж искусств,Амурская область,1,0
65533,ЧУПОО АКАДЕМИЧЕСКИЙ КОЛЛЕДЖ,Краснодарский край,1,0
65535,ВАМК,Владимирская область,1,0
65539,Гпбоу челябинский медицинский колледж,Челябинская область,1,0
65540,"Пензенский колледж информационных и промышленных технологий, учебный комплекс промышленных технологий",Пензенская область,1,1
65542,СТК,г. Севастополь,1,0
65543,Техникум Профи,Свердловская область,1,0
65550,ТПТ,Томская область,1,0
65551,ГБПОУ РО НМК,Ростовская область,1,0
65552,ДФ РанхиГС,Нижегородская область,1,1
65554,Ма,Новгородская область,1,1
65561,Уфимский медицинский колледж,Республика Башкортостан,1,0
65565,ЯрГУ им. П. Г. Демидова,Ярославская область,1,0
65569,аО,Самарская область,1,1
65571,Самарский,Самарская область,1,1
65577,Волгогра,Волгоградская область,1,0
65580,ГБПОУ ДИКТ,Нижегородская область,1,1
65582,Чебоксарский экономико-технологический колледж,Чувашская Республика,1,0
65594,Багдарин,Республика Бурятия,1,1
65604,Донгау,Ростовская область,1,0
65605,ТИ имени А.П. Чехова,Ростовская область,1,0
65606,.,г. Санкт-Петербург,1,1
65607,1 МОК,г. Москва,1,0
65610,РТТМЭС,Ростовская область,1,1
65620,ИнтернетУрок,Магаданская область,1,0
65622,СПК,Омская область,1,0
65623,Самарский медицинский колледж им. Н. Ляпиной,Самарская область,1,0
65630,Торгово экономический колледж,Самарская область,1,0
65631,Ятэк,Ярославская область,1,1
65633,Рязанский колледж,Рязанская область,1,0
65639,Иин,Ставропольский край,1,0
65642,ПОЧУ Техникум экономики и права,г. Москва,1,1
65647,СПбПУ Петра Великого,г. Санкт-Петербург,1,0
65653,Колледж программирования и кибербезопасности,г. Москва,1,1
65656,МОПК НИЯУ МИФИ,Московская область,1,1
65660,Медицинский колледж,Волгоградская область,1,0
65670,СНИУ Им. Королёва,Самарская область,1,1
65671,СПТУ 1,Московская область,1,0
65678,Ордынский аграрный колледж,Новосибирская область,1,0
65679,-,г. Санкт-Петербург,1,0
65685,Брит,Республика Бурятия,1,0
65687,Оц южный город,Самарская область,1,1
65690,Колледж ИМТ,Удмуртская Республика,1,0
65692,Новоисетская,Свердловская область,1,0
65708,Кгимс,Удмуртская Республика,1,0
65709,Красноярский ГАУ ИПБиВМ,Красноярский край,1,1
65713,МИЭТ,г. Москва,1,1
65714,ПТК,г. Санкт-Петербург,1,1
65715,Белогорский Технический Техникум,Республика Крым,1,1
65719,Колледж Информационных Технологии,г. Санкт-Петербург,1,0
65724,Колледж АлтГУ,Алтайский край,1,0
65730,Финашка,г. Санкт-Петербург,1,0
65739,Симферопольский автотранспортный техникум,Республика Крым,1,1
65740,Тюмгу,Тюменская область,1,0
65741,колледж,Челябинская область,1,1
65754,вхмк,Владимирская область,1,1
65757,Ккк,Кировская область,1,0
65762,Красноярский строительный техникум,Красноярский край,1,0
65764,Орский нефтяной техникум,Оренбургская область,1,0
65770,Самарский,Самарская область,1,1
65772,"КГБПОУ ""Ачинский педагогический колледж""",Красноярский край,1,0
65780,Нижневартовский медицинский колледж,Ханты-Мансийский автономный округ,1,0
65782,Точка дизайна,Пермский край,1,1
65786,Ктк,Республика Татарстан,1,0
65793,Кузбасский музыкальный колледж,Кемеровская область,1,0
65797,Пгниу,Пермский край,1,0
65798,ИПЭК,Удмуртская Республика,1,1
65801,Глинки,Новосибирская область,1,0
65803,С.Шарипова,Республика Татарстан,1,0
65806,СПХК,Республика Крым,1,0
65814,Кмт,Свердловская область,1,0
65815,Медицинский колледж №1,г. Санкт-Петербург,1,0
65816,Крымский технический колледж,Краснодарский край,1,0
65818,Братский Медицинский Колледж,Иркутская область,1,0
65819,НИУ ЮУрГУ,Челябинская область,1,0
65822,Оренбургский областной колледж культуры и искусств,Оренбургская область,1,0
65825,Советский,Тюменская область,1,0
65827,аоиилнжзри,Краснодарский край,1,0
65828,Медицинский колледж имени Надеждина,Челябинская область,1,1
65830,Троицкий медицинский колледж,Челябинская область,1,0
65832,НОЦ,Пермский край,1,0
65834,Колледж,г. Санкт-Петербург,1,1
65840,"БПОУ ОО ""Медицинский колледж""",Омская область,1,0
65842,Тюменский техникум индустрии питания коммерции и сервиса,Тюменская область,1,1
65843,КАСТ,Краснодарский край,1,1
65844,Рпа,г. Санкт-Петербург,1,0
65848,ГБПОУ Педагогический колледж №4,г. Санкт-Петербург,1,1
65853,ПНИПУ,Пермский край,1,1
65854,.,Краснодарский край,1,0
65856,Рнглтрр,Амурская область,1,0
65859,Пензенский колледж информационных и промышленных технологий (ИТ-колледж),Пензенская область,1,1
65860,Ргввдку,Рязанская область,1,0
65862,--,Алтайский край,1,0
65867,Томский лесотехнический техникум,Томская область,1,1
65870,Сириус IT-колледж,Краснодарский край,1,1
65873,Каменский агротехнический техникум,Алтайский край,1,0
65875,НГТУ ИМ АЛЕКСЕЕВА,Московская область,1,1
65877,КамСК,Республика Татарстан,1,0
65879,Симферопольский колледж радиоэлектроники,Республика Крым,1,1
65881,Таврический колледж,Республика Крым,1,1
65882,"Государственное бюджетное профессиональное  образовательное учреждение Московской области  ""Колледж ""Коломна""",Московская область,1,1
65886,ФЧИТ,Пермский край,1,0
65890,Нет,Свердловская область,1,0
65891,УФК,Ульяновская область,1,1
65892,Гб,г. Москва,1,0
65893,Опр,Белгородская область,1,0
65895,Политех Петра Великого,г. Санкт-Петербург,1,1
65898,Ммпк,Республика Башкортостан,1,1
65899,ГБПОУ Пермский Базовый Медицинский Колледж,Пермский край,1,0
65901,Мелеузовский индустриальный колледж,Республика Башкортостан,1,1
65903,Пензенское художественное училище,Пензенская область,1,1
65905,Аит,Краснодарский край,1,1
65909,Коми пермяцкий агротехнический техникум,Пермский край,1,1
65910,ГАПОУМО ГУБЕРНСКИЙ КОЛЛЕДЖ,Московская область,1,0
65911,КМТК,Республика Крым,1,0
65913,на мвд,Нижегородская область,1,0
65919,Спбгик,г. Санкт-Петербург,1,0
65923,Вкмис,Волгоградская область,1,0
65924,КИУ,Республика Татарстан,1,1
65925,Кмск,Амурская область,1,1
65929,Агробизнестехнологий,Пермский край,1,1
65931,Мининский университет,Нижегородская область,1,0
65932,Ш,Республика Крым,1,1
65933,Московский областной медицинский колледж 5,Московская область,1,1
65935,БФУ им. И. Канта,Калининградская область,1,0
65938,ОГАПОУ СТАКС,Белгородская область,1,0
65940,СКПО,Краснодарский край,1,1
65942,Втитбид,Ростовская область,1,0
65945,Колледж банковского дела и информационных систем,г. Санкт-Петербург,1,1
65946,педагогический колледж,Брянская область,1,0
65947,Государственное бюджетное профессиональная образовательное учреждение «Владимирский автомеханический колледж»,Владимирская область,1,1
65951,МГОК,г. Москва,1,1
65955,Уксап,Свердловская область,1,0
65960,КГУ Баумана,Калужская область,1,0
65963,Петровский колледж,г. Санкт-Петербург,1,0
65966,К,Республика Татарстан,1,0
65969,Омский медицинский колледж,Омская область,1,0
65972,Бфу,Калининградская область,1,1
65973,Плпри,г. Москва,1,0
65976,Ркэ,Рязанская область,1,1
65980,Университет имени Витте,г. Москва,1,1
65982,Боханский педагогический колледж им. Дж.Банзарова,Иркутская область,1,0
65984,Училище Мусоргского,г. Санкт-Петербург,1,1
65986,тк 21,г. Москва,1,0
65987,ГАПОУ ВМЭТ,Волгоградская область,1,0
65991,Да,Московская область,1,0
65993,Впк,Республика Северная Осетия — Алания,1,1
65995,Москва,г. Москва,1,0
65996,КФУ,Республика Татарстан,1,0
66003,Омский авиационный колледж имени Н.Е.Жуковского,Омская область,1,1
66005,Волгму,Волгоградская область,1,0
66012,мгав,г. Москва,1,0
66013,Сызранский политехнический колледж,Самарская область,1,0
66017,Спо,Калининградская область,1,0
66019,Ргг,г. Москва,1,0
66020,Бийский медицинский колледж,Алтайский край,1,1
66022,УГНК,Республика Коми,1,0
66023,Южный город,Самарская область,1,0
66024,-,Пермский край,1,0
66025,гбпоу тпк,Челябинская область,1,0
66027,Колледж СибГИУ,Кемеровская область,1,1
66029,Хогвартс,Алтайский край,1,0
66030,СГУГИТ,Новосибирская область,1,1
66031,Невинномысский химико-технологический колледж,Ставропольский край,1,0
66032,Мгмсу,г. Москва,1,1
66033,КОККИИ,Калужская область,1,0
66034,Олимпийский резерв,Республика Хакасия,1,0
66035,УАвиаК-МЦК,Ульяновская область,1,0
66037,Институт,г. Санкт-Петербург,1,0
66040,Бежецкий промышленно экономический колледж,Тверская область,1,0
66041,Тобольский медицинский колледж имени Володи Солдатова,Тюменская область,1,0
66042,НТТ,Республика Татарстан,1,0
66044,спаск,г. Санкт-Петербург,1,0
66046,Юэт,Челябинская область,1,0
66047,Казанский (Приволжский) федеральный университет,Республика Татарстан,1,0
66050,БФУ им. Канта,Калининградская область,1,0
66052,Арки,Республика Адыгея,1,0
66053,Казанский автотранспортный техникум,Республика Татарстан,1,0
66055,ГАПОУ АО «Новодвинский индустриальный техникум»,Архангельская область,1,0
66059,ттд,Московская область,1,1
66062,Ш 19,Смоленская область,1,0
66063,"ГБПОУ ""Колледж архитектуры, дизайна и реинжинирига №26""",г. Москва,1,1
66070,Скфу,Ставропольский край,1,0
66071,МК №7,г. Москва,1,0
66077,Ярославский Градостроительный Колледж,Ярославская область,1,1
66082,ВШЭ,г. Москва,1,0
66085,Предуниверсарии РГГУ,г. Москва,1,0
66088,медицинский колледж,Костромская область,1,0
66089,ВПК «Александровский»,Ленинградская область,1,1
66094,СЗИУ Ранхигс,г. Санкт-Петербург,1,0
66096,Бутурлиновский филиал Губернского педагогического колледжа,Воронежская область,1,1
66098,Борский Губернский колледж,Нижегородская область,1,1
66100,й,Республика Крым,1,0
66101,Юятк,Омская область,1,0
66105,ПГТ,Кемеровская область,1,0
66106,Мегионский политехнический колледж,Ханты-Мансийский автономный округ,1,0
66110,Керченский Морской Технический Колледж,Республика Крым,1,0
66115,ГАГПК,Республика Алтай,1,0
66120,КузТАГиС,Кемеровская область,1,0
66121,"НЧИ КФУ, Инженерно-экономический колледж",Республика Татарстан,1,1
66126,ПГИ Со-действие,г. Москва,1,1
66127,ПУ28,Пермский край,1,0
66130,ГПОАУ АО АПК,Амурская область,1,0
66133,ВолГУ,Волгоградская область,1,0
66134,БелГУ Медицинский колледж Мединского университета,Белгородская область,1,0
66137,Медицинский,Ивановская область,1,0
66138,ГБПОУ КО ПТЭТ,Калужская область,1,0
66139,РГПУ Герцена,г. Санкт-Петербург,1,0
66141,Отпс,Орловская область,1,0
66142,Да,Республика Башкортостан,1,0
66143,-,Красноярский край,1,0
66148,ВГЭК,Республика Коми,1,1
66153,Чеховский техникум,Московская область,1,1
66155,Волгоградский государственный университет колледж,Волгоградская область,1,0
66156,МПК,Челябинская область,1,0
66157,СМТТ,Красноярский край,1,1
66165,Тт,Архангельская область,1,0
66168,г. Верхняя ПышмаКШИ,Свердловская область,1,1
66169,Томский техникум информационных технологий,Томская область,1,0
66170,Скспо,Самарская область,1,0
66171,Архангельск,Архангельская область,1,0
66172,АКВТ,Астраханская область,1,0
66173,ИКЭСТ,Иркутская область,1,1
66175,мед,Астраханская область,1,0
66176,самек,Самарская область,1,0
66179,СКСиС,Республика Коми,1,0
66185,Юургу,Челябинская область,1,0
66192,Старооскольский Медицинский колледж,Белгородская область,1,1
66193,Гтт,Оренбургская область,1,0
66197,АКОТиБ,Красноярский край,1,0
66198,Шг 66,Московская область,1,0
66202,Лапша,Волгоградская область,1,0
66204,Самарский Государственный колледж сервисных технологий и дизайна,Самарская область,1,0
66207,Камчатский Медицинский колледж,Камчатский край,1,0
66208,ЗабТПТис,Забайкальский край,1,0
66209,Вологодский областной колледж исскусств,Вологодская область,1,0
66213,Колледж культуры и искусств,Еврейская авт. область,1,1
66214,ИСПО Петра Великого,г. Санкт-Петербург,1,0
66216,Колледж Сервиса и Туризма,Калининградская область,1,0
66217,Бфу им Канта,Калининградская область,1,0
66218,СКР,Республика Крым,1,0
66219,ИжГТУ,Удмуртская Республика,1,0
66220,аауа,Амурская область,1,0
66224,КФУ,Республика Татарстан,1,0
66225,Уфц,Тюменская область,1,0
66226,Бауманка,Алтайский край,1,0
66230,АЫВАВЫ,Самарская область,1,1
66233,ГОБПОУ Октябрьское техническое училище,Липецкая область,1,0
66234,Речевой центр 58,Свердловская область,1,0
66240,Педагогический колледж,Республика Татарстан,1,0
66241,Камский Строительный Колледж,Республика Татарстан,1,0
66244,Колледж агротехнологий и природообустройства,Калининградская область,1,0
66245,Амурский политехнический техникум,Хабаровский край,1,0
66246,МЦК-ЧЭМК,Чувашская Республика,1,1
66247,РКТК,Ленинградская область,1,0
66248,Огбпоу вмк,Ивановская область,1,0
66251,СПб.МУ. им. М.П.Мусоргского,г. Санкт-Петербург,1,0
66254,Волоградский политехнический колледж им. В.И. Вернадского,Волгоградская область,1,1
66255,Вуз ВАШ,г. Санкт-Петербург,1,0
66256,ЯВВУ ПВО,Приморский край,1,1
66258,Вмрк,Приморский край,1,0
66261,ММК,Мурманская область,1,0
66264,Духовная ОБЩИНА МАРКСИСТОВ,Новосибирская область,1,0
66265,Лисинский лесной колледж,Ленинградская область,1,1
66266,Пбмк,Пензенская область,1,0
66267,Магнитогорский Многопрофильный Колледж,Челябинская область,1,1
66269,Гармония,Республика Башкортостан,1,0
66270,Мип,г. Москва,1,0
66272,ННГУ им. Н. И. Лобачевского,Нижегородская область,1,1
66277,Мисис,г. Москва,1,0
66278,ЗФ РАНХиГС,Калининградская область,1,1
66280,Гусиноозерский энергетический техникум,Республика Бурятия,1,1
66282,Ктэк,Краснодарский край,1,0
66288,Ургюу,Свердловская область,1,0
66290,ВМРК,Приморский край,1,0
66296,череп,Вологодская область,1,1
66297,ГБПОУ Ардатовский аграрный техникум,Нижегородская область,1,1
66298,Бптт,Саратовская область,1,0
66302,ЕПК,Краснодарский край,1,1
66304,ЯрГУ им. Демидова,Ярославская область,1,1
66306,Алтайская академия гостеприимства,Алтайский край,1,0
66307,Хех,г. Санкт-Петербург,1,0
66309,Сксс,Республика Башкортостан,1,0
66311,ТЭТК,Самарская область,1,0
66315,ГАПОУ СКСПО,Самарская область,1,0
66316,В,Кировская область,1,0
66317,Пту50,г. Москва,1,0
66321,Машиностроительный колледж,Тульская область,1,0
66323,ТТСИиГХ,Тюменская область,1,1
66325,Московский авиационный институт,г. Москва,1,1
66326,НПК,Нижегородская область,1,0
66327,БашГУ,Республика Башкортостан,1,0
66330,Юрист,Иркутская область,1,0
66333,Таркосалинский профессиональный колледж,Ямало-Ненецкий автономный округ,1,0
66334,НОККиИ,Новосибирская область,1,1
66337,КМТ,Тверская область,1,0
66338,АНПОО ТКСКТ,Тамбовская область,1,0
66340,"Верхнеуфалейский филиан ГБПОУ""",Челябинская область,1,0
66341,НГТУ/НЭТИ,Новосибирская область,1,0
66345,Ивановская государственная медицинская академия,Ивановская область,1,0
66346,Медицинский техникум №9,г. Санкт-Петербург,1,1
66347,ЧГУ,Чеченская Республика,1,1
66349,Кипо,Краснодарский край,1,0
66355,ГАПОУ СО НТСК,Свердловская область,1,1
66357,Ханты-Мансийский технологи-педагогический колледж,Ханты-Мансийский автономный округ,1,0
66358,Машиностроительный коледж,Оренбургская область,1,1
66360,ВГМУ,Архангельская область,1,0
66361,ВПТТ,Вологодская область,1,0
66366,ЧЮК,Челябинская область,1,1
66367,Колледж ЭУП ДГТУ,Ростовская область,1,0
66369,Уфк,Ульяновская область,1,0
66370,"ГБПОУ ""ЛПК""",Пермский край,1,0
66371,кэи,Ульяновская область,1,0
66376,Копейский политехнический колледж им С. В. Хохрякова,Челябинская область,1,0
66377,Сорочинский ветеринарный техникум,Оренбургская область,1,0
66378,ГБУЗ КМК,Кемеровская область,1,1
66379,ККИ рук,Краснодарский край,1,1
66380,Геологический колледж сгу,Саратовская область,1,0
66381,РГТЭУ,Саратовская область,1,0
66383,ГАГПК им.Гнездилова,Республика Алтай,1,0
66384,СКБ,Волгоградская область,1,0
66385,ААТТ,Иркутская область,1,1
66388,КИТЭК,Омская область,1,0
66389,УИПК,Ярославская область,1,0
66390,БФ БашГу,Республика Башкортостан,1,0
66393,Нефтяник,Республика Башкортостан,1,0
66399,Колледж,Кабардино-Балкарская Республика,1,1
66405,МФК КГМУ,Курская область,1,1
66406,Укот,Республика Башкортостан,1,0
66407,Амк,Архангельская область,1,0
66408,Брянский строительный колледж имени профессора Н. Е. Жуковского,Брянская область,1,0
66409,ОЦ «Ньютон»,Челябинская область,1,0
66410,Уллулул,Архангельская область,1,1
66412,Н,Нижегородская область,1,0
66413,Ягпту,Ярославская область,1,0
66414,Чттст,Чувашская Республика,1,0
66415,Костромской торгово-экономический колледж,Костромская область,1,0
66426,"ГБПОУ ""СТСиС""",Архангельская область,1,0
66427,Кит свфу,Республика Саха (Якутия),1,0
66428,мэи,г. Москва,1,1
66429,Колледж декоративно-прикладного искусства им. К. Фаберже,г. Москва,1,1
66433,Ртэк,Ростовская область,1,0
66436,Сколково,Тамбовская область,1,0
66439,Спбгэту,г. Санкт-Петербург,1,1
66444,МПГК,Владимирская область,1,0
66447,Сик,Республика Башкортостан,1,0
66448,Ммм,Тульская область,1,1
66449,МТКС,Мурманская область,1,0
66453,КФУ,Республика Татарстан,1,1
66455,Нн,Нижегородская область,1,1
66456,Линтех 28,Кировская область,1,0
66458,Петровский колледж,г. Санкт-Петербург,1,1
66462,Омпк,Республика Башкортостан,1,0
66463,Высшая,г. Москва,1,1
66464,МпК,Челябинская область,1,0
66467,ГБПОУ Мытищинский колледж,Московская область,1,1
66471,Колледж сферы Услуг 3,г. Москва,1,1
66472,Краснодарский информационно-технологический техникум,Краснодарский край,1,0
66473,пт,г. Москва,1,1
66475,Проккттд 576,Алтайский край,1,0
66476,26 кадр,г. Москва,1,0
66477,Вгау,Воронежская область,1,1
66479,ГАПОУ СО «МПК»,Саратовская область,1,1
66486,ОАТ,Орловская область,1,0
66487,Ялтинский медицинский колледж,Республика Крым,1,1
66489,колледж теле коммуникаций спбгут,г. Санкт-Петербург,1,1
66491,мифи,Ульяновская область,1,1
66496,К-ШМК,Ростовская область,1,0
66498,Чегем,Кабардино-Балкарская Республика,1,0
66504,ПКТТ,Пензенская область,1,0
66505,РПА МИНЮСТА РОССИИ,Удмуртская Республика,1,1
66507,Симферопольский колледж радиоэлектронике,Республика Крым,1,0
66508,Университет ИТМО,г. Санкт-Петербург,1,0
66510,Ярославский градостроительный колледж,Ярославская область,1,0
66511,НОЧУ В МЭИ,г. Москва,1,0
66514,Вологодский строительный колледж,Вологодская область,1,0
66517,Межрегиональный Юридический Институт,Саратовская область,1,1
66520,Архангельский педагогический колледж,Архангельская область,1,0
66521,ГАПОУПОНМТ,Тульская область,1,0
66524,Яф пгупс,Ярославская область,1,1
66525,Технологический колледж 34,г. Москва,1,0
66527,КСиПТ,Ленинградская область,1,0
66530,Нижегородский медицинский колледж,Нижегородская область,1,1
66537,Амурский Педагогический колледж,Амурская область,1,0
66538,Сккпл,Ростовская область,1,0
66541,Колледж права экономики и управления,Краснодарский край,1,0
66543,Энергия,Московская область,1,1
66545,Кс 54,г. Москва,1,0
66548,Колледж искусств,Республика Башкортостан,1,1
66549,Жуковский авиационный техникум,Московская область,1,0
66556,МОЦРО №117,Омская область,1,0
66559,Нгау,Новосибирская область,1,0
66560,Буревестник,Приморский край,1,0
66565,Волгодонск,Ростовская область,1,0
66566,СМК им. Н. Ляпиной,Самарская область,1,0
66568,Колледж,г. Санкт-Петербург,1,1
66571,Кю,Республика Татарстан,1,1
66572,пед,Тюменская область,1,0
66574,ТОГАПОУ Тамбовский бизнес-колледж,Тамбовская область,1,0
66578,Красноярский юридический техникум,Красноярский край,1,0
66579,Нет,Амурская область,1,1
66580,.,г. Москва,1,0
66581,Многопрофильный колледж ТИУ,Тюменская область,1,0
66582,МКЖТ,Иркутская область,1,0
66584,"БПОУ ОО ""МК""",Омская область,1,0
66585,Юфмл,Ханты-Мансийский автономный округ,1,0
66586,Камышловский педагогический колледж,Свердловская область,1,0
66588,ЮКИОР,Ханты-Мансийский автономный округ,1,0
66589,ГБПОУ ТАК,Республика Башкортостан,1,0
66600,Дмитровский техникум,Московская область,1,0
66606,ГБПОУ «КРАЕВОЙ ПОЛИТЕХНИЧЕСКИЙ КОЛЛЕДЖ»,Пермский край,1,1
66609,ПСВУ,Пермский край,1,0
66611,СКСМГС,Саратовская область,1,1
66615,Сургутский медицинский колледж,Ханты-Мансийский автономный округ,1,1
66616,"ИГУ, ИФИЯМ",Иркутская область,1,0
66617,ЧРТ,Челябинская область,1,0
66618,КТИ,Волгоградская область,1,0
66619,ГБПОУ ТАК,Республика Башкортостан,1,0
66620,Опро,Нижегородская область,1,0
66621,ктк,Красноярский край,1,0
66622,курганский базовый медицинский колледж,Курганская область,1,0
66623,Мо,г. Москва,1,0
66626,Хз,Липецкая область,1,0
66629,Борисоглебский колледж,Ярославская область,1,0
66631,Хгу имени Катанова,Красноярский край,1,0
66632,Сельско хозяйственный техникум в49,Алтайский край,1,1
66634,Ее,Волгоградская область,1,0
66636,Кпк,Краснодарский край,1,1
66637,Надымский Многопрофильный Колледж,Ямало-Ненецкий автономный округ,1,0
66640,лгн,Саратовская область,1,0
66641,ЕЭТК,Свердловская область,1,0
66642,"ГБПОУ ""Воскресенский колледж""",Московская область,1,0
66644,Чгу им.Ульянова,Чувашская Республика,1,0
66645,Каит №20,г. Москва,1,0
66646,Юургау,Челябинская область,1,0
66647,УИ ГА имени Б. П. Бугаева,Ульяновская область,1,0
66649,КНИТУ-КХТИ,Республика Татарстан,1,0
66653,МГРК,Челябинская область,1,0
66657,ГПОУ Профессиональный колледж г. Новокузнецка,Кемеровская область,1,0
66664,СПбХУ им Рериха,г. Санкт-Петербург,1,0
66665,Морской колледж,г. Севастополь,1,1
66666,ВУЗ,г. Москва,1,0
66671,РГУ имени А.Н.Косыгина,г. Москва,1,0
66673,МИДиС,Челябинская область,1,0
66674,Педагогический,Свердловская область,1,0
66676,ГБПОУ колледж им. Ф. Шопена,Иркутская область,1,0
66677,Курганский Базовый Медицинский Колледж,Курганская область,1,0
66680,Угк им. И.И Ползунова,Свердловская область,1,0
66681,Мкгик,г. Москва,1,0
66684,Георгиевский Колледж,Ставропольский край,1,0
66691,Колледж предпринимательства 11,г. Москва,1,0
66692,ЮУМК,Челябинская область,1,0
66694,"Тюменский техникум индустрии питания, коммерции и сервиса",Тюменская область,1,1
66697,Иркпо,Иркутская область,1,0
66707,ККЭТ,Пензенская область,1,1
66709,РХТУ Менделеева,г. Москва,1,1
66710,ВГППК,Воронежская область,1,0
66711,ИМК,Ивановская область,1,0
66714,КГИК,Краснодарский край,1,0
66720,КИУ,Республика Татарстан,1,0
66721,ЧГКИПиТ,Челябинская область,1,1
66722,Укипис,Республика Башкортостан,1,0
66724,ФГБОУ ВО СГИК,Самарская область,1,0
66725,СМК,Республика Коми,1,1
66728,Иркутский техникум экономики и права,Иркутская область,1,0
66732,ГБПОУ НЭТ,Ставропольский край,1,0
66734,СГИК,Самарская область,1,0
66736,НИУ МИЭТ,г. Москва,1,1
66737,ГБПОУ СХТ,Самарская область,1,0
66739,ВГИК,г. Москва,1,0
66740,ГБСОУ «педагогический колледж»,Свердловская область,1,1
66741,МИОГУ,Орловская область,1,0
66744,ЕЛСБУ,Липецкая область,1,0
66745,КДИДИ при МГХПА им. Строгонова,г. Москва,1,0
66751,Пермский финансово-экономический колледж,Пермский край,1,0
66752,Алтайский Архитектурно-Строительный  колледж,Алтайский край,1,1
66753,авп,Калининградская область,1,0
66757,Кппт,Тюменская область,1,0
66758,Стерлитамакский медицинский колледж,Республика Башкортостан,1,0
66759,Калужский колледж народного хозяйства и природообустройства,Калужская область,1,1
66761,ФСПО СЗИУ РАНХИГС,г. Санкт-Петербург,1,0
66764,Урк,Челябинская область,1,1
66765,НРУ,Нижегородская область,1,0
66767,Петровский колледж,г. Санкт-Петербург,1,0
66769,Сибирский Федеральный Университет,Красноярский край,1,1
66770,Ижорский колледж,Ленинградская область,1,0
66771,ВГТУ СПК,Воронежская область,1,1
66773,Мпт,г. Москва,1,1
66777,Автодорожный колледж,г. Санкт-Петербург,1,0
66779,Гксктии,Томская область,1,0
66784,Сахалинский техникум сервиса,Сахалинская область,1,0
66785,Свердловский областной медицинский колледж,Свердловская область,1,0
66793,Воронежский политехнический техникум,Воронежская область,1,1
66794,БФУ им. И.Канта,Калининградская область,1,0
66798,26 КАДР,г. Москва,1,0
66801,Чтк,Вологодская область,1,0
66803,Хпх,Липецкая область,1,0
66805,ГБПОУ Шумихинский аграрно-строительный колледж,Курганская область,1,1
66806,ФМЛ30,г. Санкт-Петербург,1,0
66807,ППК им. Н.Г. Славянова,Пермский край,1,0
66809,МАДК им Николаева,г. Москва,1,0
66813,НИУ РАНХиГС,Нижегородская область,1,0
66815,Сибюу,Омская область,1,0
66816,Столичный бизнес колледж,г. Москва,1,0
66817,Южно-Уральский многопрофильный колледж,Челябинская область,1,1
66818,БФУ им. И.Канта,Калининградская область,1,0
66819,СОМК,Свердловская область,1,1
66820,Севастопольский 3,г. Севастополь,1,1
66822,Норильский Техникум Промышленных Технологий и Сервиса,Красноярский край,1,0
